id;fold;val_score;representation
89;0;tensor(0.8068);[add, 2, tensor(-0.3013)]
89;1;tensor(0.7810);[add, 2, tensor(-0.3013)]
89;2;tensor(0.8107);[add, 2, tensor(-0.3013)]
89;3;tensor(0.8112);[add, 2, tensor(-0.3013)]
89;4;tensor(0.8057);[add, 2, tensor(-0.3013)]
89;5;tensor(0.7821);[add, 2, tensor(-0.3013)]
89;6;tensor(0.7966);[add, 2, tensor(-0.3013)]
89;7;tensor(0.8051);[add, 2, tensor(-0.3013)]
89;8;tensor(0.8154);[add, 2, tensor(-0.3013)]
89;9;tensor(0.8192);[add, 2, tensor(-0.3013)]
